,context,ut,bt,bt_plus_1,diff
1356," A: Hello, I am here to help you looking for a movie trailer B: Hi I'm looking for a great SCI FI [MOVIE_GENRE_0] movie A: hmmm what's one of your favorite sci fi movies you've watched? B: [MOVIE_TITLE_0] A: What did you like about it, the characters, the story lines, what stood out to you? B: The characters, actors, and story line was really enjoyable. The special effects were great as well. A: I agree, I really loved the ending to Pacific Rim. The characters were great. Are you familiar with the direct [MOVIE_P_DIRECTOR_0]? B: Yes I am, he does some good movies. I'm looking for something new though in that style of movie. A: Are you a fan of creatures and aliens then? B: Both appeal to me a great deal! A: Do you enjoy the aliens that help humans or try to kill the human species, or even both? lol B: Both are great and I really enjoy. Also I especially enjoy if they have both in the movie as well.:) A: Me too! You have the good aliens and then the bad aliens that throw you through a ringer haha. What's your opinion on Robot movies? B: I do enjoy Robot movies, if the special effects are up to par for them. A: Did you watch [MOVIE_TITLE_1]",Yes I really enjoyed the movie.,"['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_TITLE_1]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_2]']",['[MOVIE_TITLE_2]']
1357," A: Hello, I am here to help you looking for a movie trailer B: Hi I'm looking for a great SCI FI [MOVIE_GENRE_0] movie A: hmmm what's one of your favorite sci fi movies you've watched? B: [MOVIE_TITLE_0] A: What did you like about it, the characters, the story lines, what stood out to you? B: The characters, actors, and story line was really enjoyable. The special effects were great as well. A: I agree, I really loved the ending to Pacific Rim. The characters were great. Are you familiar with the direct [MOVIE_P_DIRECTOR_0]? B: Yes I am, he does some good movies. I'm looking for something new though in that style of movie. A: Are you a fan of creatures and aliens then? B: Both appeal to me a great deal! A: Do you enjoy the aliens that help humans or try to kill the human species, or even both? lol B: Both are great and I really enjoy. Also I especially enjoy if they have both in the movie as well.:) A: Me too! You have the good aliens and then the bad aliens that throw you through a ringer haha. What's your opinion on Robot movies? B: I do enjoy Robot movies, if the special effects are up to par for them. A: Did you watch [MOVIE_TITLE_1] B: Yes I really enjoyed the movie. A: Yeah the 3D robots were done very well and the story line kept me super involved. I'm curious if you have also watched [MOVIE_TITLE_2] It's an alien one","It really didn't get me, I preferred something like skyline or Battle for los angles","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_2]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_2]', '[MOVIE_TITLE_3]']",['[MOVIE_TITLE_3]']
1358, A: Hey! I'm gonna try to find a movie trailer that you will enjoy for you. What kind of movies do you like?,I like [MOVIE_GENRE_0],['[MOVIE_GENRE_0]'],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']"
1359, A: Hey! I'm gonna try to find a movie trailer that you will enjoy for you. What kind of movies do you like? B: I like [MOVIE_GENRE_0] A: Awesome! I love [MOVIE_GENRE_0] What is one of your favorite [MOVIE_GENRE_0],I really like [MOVIE_TITLE_0],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[]
1360, A: Hey! I'm gonna try to find a movie trailer that you will enjoy for you. What kind of movies do you like? B: I like [MOVIE_GENRE_0] A: Awesome! I love [MOVIE_GENRE_0] What is one of your favorite [MOVIE_GENRE_0] B: I really like [MOVIE_TITLE_0] A: Great! Me too. One of my favorite movies is called What We do In the Shadows. It has similar humor to [MOVIE_TITLE_0] The cast is from New Zealand instead of England though.,That film sounds really interesting! Who directed it?,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[]
1361, A: Hey! I'm gonna try to find a movie trailer that you will enjoy for you. What kind of movies do you like? B: I like [MOVIE_GENRE_0] A: Awesome! I love [MOVIE_GENRE_0] What is one of your favorite [MOVIE_GENRE_0] B: I really like [MOVIE_TITLE_0] A: Great! Me too. One of my favorite movies is called What We do In the Shadows. It has similar humor to [MOVIE_TITLE_0] The cast is from New Zealand instead of England though. B: That film sounds really interesting! Who directed it? A: It has two directors. Jemaine [MOVIE_TITLE_1] and Taika Waititi. It has the same people that were in the show Flight of the Concords. Did you happen to watch that show?,"Yes, I have watched the show! I really enjoy it.","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[]
1362," A: Hey! I'm gonna try to find a movie trailer that you will enjoy for you. What kind of movies do you like? B: I like [MOVIE_GENRE_0] A: Awesome! I love [MOVIE_GENRE_0] What is one of your favorite [MOVIE_GENRE_0] B: I really like [MOVIE_TITLE_0] A: Great! Me too. One of my favorite movies is called What We do In the Shadows. It has similar humor to [MOVIE_TITLE_0] The cast is from New Zealand instead of England though. B: That film sounds really interesting! Who directed it? A: It has two directors. Jemaine [MOVIE_TITLE_1] and Taika Waititi. It has the same people that were in the show Flight of the Concords. Did you happen to watch that show? B: Yes, I have watched the show! I really enjoy it. A: Great! Would you like to watch the movie trailer for What We Do In The Shadows?","Yes, I would!","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[]
1363," A: Hey! I'm gonna try to find a movie trailer that you will enjoy for you. What kind of movies do you like? B: I like [MOVIE_GENRE_0] A: Awesome! I love [MOVIE_GENRE_0] What is one of your favorite [MOVIE_GENRE_0] B: I really like [MOVIE_TITLE_0] A: Great! Me too. One of my favorite movies is called What We do In the Shadows. It has similar humor to [MOVIE_TITLE_0] The cast is from New Zealand instead of England though. B: That film sounds really interesting! Who directed it? A: It has two directors. Jemaine [MOVIE_TITLE_1] and Taika Waititi. It has the same people that were in the show Flight of the Concords. Did you happen to watch that show? B: Yes, I have watched the show! I really enjoy it. A: Great! Would you like to watch the movie trailer for What We Do In The Shadows? B: Yes, I would! A: I'm sorry. They actually don't have that mo",Ok! Do you have other recommendations for me?,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[]
1364," A: Hey! I'm gonna try to find a movie trailer that you will enjoy for you. What kind of movies do you like? B: I like [MOVIE_GENRE_0] A: Awesome! I love [MOVIE_GENRE_0] What is one of your favorite [MOVIE_GENRE_0] B: I really like [MOVIE_TITLE_0] A: Great! Me too. One of my favorite movies is called What We do In the Shadows. It has similar humor to [MOVIE_TITLE_0] The cast is from New Zealand instead of England though. B: That film sounds really interesting! Who directed it? A: It has two directors. Jemaine [MOVIE_TITLE_1] and Taika Waititi. It has the same people that were in the show Flight of the Concords. Did you happen to watch that show? B: Yes, I have watched the show! I really enjoy it. A: Great! Would you like to watch the movie trailer for What We Do In The Shadows? B: Yes, I would! A: I'm sorry. They actually don't have that mo B: Ok! Do you have other recommendations for me? A: How about the Kingsman? I think you might enjoy that.",What is that about?,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[]
1365, A: Hello! B: hello A: I am here to help you find a movie that you'd enjoy. Is there any particular genres of movies you enjoy?,[MOVIE_GENRE_0],['[MOVIE_GENRE_0]'],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",['[MOVIE_GENRE_0]']
1366, A: Hello! B: hello A: I am here to help you find a movie that you'd enjoy. Is there any particular genres of movies you enjoy? B: [MOVIE_GENRE_0] A: What is your all time favorite [MOVIE_GENRE_0] movie?,[MOVIE_TITLE_0] is my favorite movie,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_P_ACTOR_1]']",['[MOVIE_P_ACTOR_1]']
1367, A: Hello! B: hello A: I am here to help you find a movie that you'd enjoy. Is there any particular genres of movies you enjoy? B: [MOVIE_GENRE_0] A: What is your all time favorite [MOVIE_GENRE_0] movie? B: [MOVIE_TITLE_0] is my favorite movie A: Would you like a movie that stars [MOVIE_P_ACTOR_0] [MOVIE_P_ACTOR_1]?,yes..the internship,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_P_ACTOR_1]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_P_ACTOR_1]']",[]
1368," A: Hi! B: hi A: Can I help you with a suggestion of a movie? B: sure, what movie do you plan to reccomend? A: Well I'm wondering what kinds of films you like?","I like good films, lol, on genre I am very open minded as long as the film is well made. I prefer [MOVIE_GENRE_0] [MOVIE_GENRE_1] adventures, good [MOVIE_GENRE_2] and scyfy work for me too","['[MOVIE_GENRE_2]', '[MOVIE_GENRE_1]']","['[MOVIE_GENRE_2]', '[MOVIE_GENRE_1]']",[]
1369," A: Hi! B: hi A: Can I help you with a suggestion of a movie? B: sure, what movie do you plan to reccomend? A: Well I'm wondering what kinds of films you like? B: I like good films, lol, on genre I am very open minded as long as the film is well made. I prefer [MOVIE_GENRE_0] [MOVIE_GENRE_1] adventures, good [MOVIE_GENRE_2] and scyfy work for me too A: Ok I see. Would you say the plot is most important, or filming style, or other details?","I think the overall feel of a movie, so while the plot is important, how the movie tell the story of the plot and the manner in which is present the story is what makes a good or bad movie","['[MOVIE_GENRE_2]', '[MOVIE_GENRE_1]']","['[MOVIE_GENRE_2]', '[MOVIE_GENRE_1]']",[]
1370," A: Hi! B: hi A: Can I help you with a suggestion of a movie? B: sure, what movie do you plan to reccomend? A: Well I'm wondering what kinds of films you like? B: I like good films, lol, on genre I am very open minded as long as the film is well made. I prefer [MOVIE_GENRE_0] [MOVIE_GENRE_1] adventures, good [MOVIE_GENRE_2] and scyfy work for me too A: Ok I see. Would you say the plot is most important, or filming style, or other details? B: I think the overall feel of a movie, so while the plot is important, how the movie tell the story of the plot and the manner in which is present the story is what makes a good or bad movie A: I see. What's the last movie you saw?","Well, there is [MOVIE_TITLE_0] on TV right now","['[MOVIE_GENRE_2]', '[MOVIE_GENRE_1]']","['[MOVIE_GENRE_2]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]', '[MOVIE_TITLE_1]']","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]', '[MOVIE_TITLE_1]']"
1371," A: Hi! B: hi A: Can I help you with a suggestion of a movie? B: sure, what movie do you plan to reccomend? A: Well I'm wondering what kinds of films you like? B: I like good films, lol, on genre I am very open minded as long as the film is well made. I prefer [MOVIE_GENRE_0] [MOVIE_GENRE_1] adventures, good [MOVIE_GENRE_2] and scyfy work for me too A: Ok I see. Would you say the plot is most important, or filming style, or other details? B: I think the overall feel of a movie, so while the plot is important, how the movie tell the story of the plot and the manner in which is present the story is what makes a good or bad movie A: I see. What's the last movie you saw? B: Well, there is [MOVIE_TITLE_0] on TV right now A: [MOVIE_PLOT] It's called [MOVIE_TITLE_1]",what is it about?,"['[MOVIE_GENRE_2]', '[MOVIE_GENRE_2]', '[MOVIE_TITLE_1]']","['[MOVIE_GENRE_2]', '[MOVIE_GENRE_2]', '[MOVIE_TITLE_1]']",[]
1372," A: Hi! B: hi A: Can I help you with a suggestion of a movie? B: sure, what movie do you plan to reccomend? A: Well I'm wondering what kinds of films you like? B: I like good films, lol, on genre I am very open minded as long as the film is well made. I prefer [MOVIE_GENRE_0] [MOVIE_GENRE_1] adventures, good [MOVIE_GENRE_2] and scyfy work for me too A: Ok I see. Would you say the plot is most important, or filming style, or other details? B: I think the overall feel of a movie, so while the plot is important, how the movie tell the story of the plot and the manner in which is present the story is what makes a good or bad movie A: I see. What's the last movie you saw? B: Well, there is [MOVIE_TITLE_0] on TV right now A: [MOVIE_PLOT] It's called [MOVIE_TITLE_1] B: what is it about? A: It tells the dramatic story of the aftermath of an earthquake",when was it made? and what kind of award did it win?,"['[MOVIE_GENRE_2]', '[MOVIE_GENRE_2]', '[MOVIE_TITLE_1]']","['[MOVIE_GENRE_2]', '[MOVIE_GENRE_2]', '[MOVIE_TITLE_1]']",[]
1373," A: Hi, I'm here to help you pick a movie trailer.",Hi that's great I'm considering seeing a new [MOVIE_GENRE_0] movie. Do you have anything in mind?,['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]'],[]
1374," A: Hi, I'm here to help you pick a movie trailer. B: Hi that's great I'm considering seeing a new [MOVIE_GENRE_0] movie. Do you have anything in mind? A: Got it. This will help me give you some to choose from.",I look forward to your ideas. I'm not sure what's coming up.,['[MOVIE_GENRE_0]'],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]']"
1375," A: Hi, I'm here to help you pick a movie trailer. B: Hi that's great I'm considering seeing a new [MOVIE_GENRE_0] movie. Do you have anything in mind? A: Got it. This will help me give you some to choose from. B: I look forward to your ideas. I'm not sure what's coming up. A: I can guarantee that if you love [MOVIE_GENRE_0] you'll definitely want to see ""It Two"". I saw it and it was creepier than the first. Anoter one is ""[MOVIE_TITLE_0]"". Equally scary.""","I saw [MOVIE_TITLE_1] and liked it. What can you tell me about ""[MOVIE_TITLE_0]""?","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_TITLE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_TITLE_0]']",[]
1376," A: Hi, I'm here to help you pick a movie trailer. B: Hi that's great I'm considering seeing a new [MOVIE_GENRE_0] movie. Do you have anything in mind? A: Got it. This will help me give you some to choose from. B: I look forward to your ideas. I'm not sure what's coming up. A: I can guarantee that if you love [MOVIE_GENRE_0] you'll definitely want to see ""It Two"". I saw it and it was creepier than the first. Anoter one is ""[MOVIE_TITLE_0]"". Equally scary."" B: I saw [MOVIE_TITLE_1] and liked it. What can you tell me about ""[MOVIE_TITLE_0]""? A: This is a neat adaptation of all of the  types of scary stories most of us have heard when we were younger like the scarecrow that comes to life, lovers being stalked while making out in lover's lane, etc. The director gave it a more adult take with lot's of fright.","I've seen alot of remakes of classic scary stories. For example, the scarecrow as depicted in [MOVIE_TITLE_2] Do you think this movie Scary Stories would be different?","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_TITLE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[]
1377," A: Hi, I'm here to help you pick a movie trailer. B: Hi that's great I'm considering seeing a new [MOVIE_GENRE_0] movie. Do you have anything in mind? A: Got it. This will help me give you some to choose from. B: I look forward to your ideas. I'm not sure what's coming up. A: I can guarantee that if you love [MOVIE_GENRE_0] you'll definitely want to see ""It Two"". I saw it and it was creepier than the first. Anoter one is ""[MOVIE_TITLE_0]"". Equally scary."" B: I saw [MOVIE_TITLE_1] and liked it. What can you tell me about ""[MOVIE_TITLE_0]""? A: This is a neat adaptation of all of the  types of scary stories most of us have heard when we were younger like the scarecrow that comes to life, lovers being stalked while making out in lover's lane, etc. The director gave it a more adult take with lot's of fright. B: I've seen alot of remakes of classic scary stories. For example, the scarecrow as depicted in [MOVIE_TITLE_2] Do you think this movie Scary Stories would be different? A: It is somewhat different because it takes the stories to a deeper level. I think you would enjoy this move. Another one I saw was ""[MOVIE_TITLE_3]"" which was a comedic take on [MOVIE_GENRE_0] If you want [MOVIE_GENRE_0] with [MOVIE_GENRE_1] this one is worth the ticket. If you're like me, the unexpected fright that you don't see coming is the best!",Can you send me the trailer for the Scary Stories movie you recommend?,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[]
1378," A: Hi, I'm here to help you pick a movie trailer. B: Hi that's great I'm considering seeing a new [MOVIE_GENRE_0] movie. Do you have anything in mind? A: Got it. This will help me give you some to choose from. B: I look forward to your ideas. I'm not sure what's coming up. A: I can guarantee that if you love [MOVIE_GENRE_0] you'll definitely want to see ""It Two"". I saw it and it was creepier than the first. Anoter one is ""[MOVIE_TITLE_0]"". Equally scary."" B: I saw [MOVIE_TITLE_1] and liked it. What can you tell me about ""[MOVIE_TITLE_0]""? A: This is a neat adaptation of all of the  types of scary stories most of us have heard when we were younger like the scarecrow that comes to life, lovers being stalked while making out in lover's lane, etc. The director gave it a more adult take with lot's of fright. B: I've seen alot of remakes of classic scary stories. For example, the scarecrow as depicted in [MOVIE_TITLE_2] Do you think this movie Scary Stories would be different? A: It is somewhat different because it takes the stories to a deeper level. I think you would enjoy this move. Another one I saw was ""[MOVIE_TITLE_3]"" which was a comedic take on [MOVIE_GENRE_0] If you want [MOVIE_GENRE_0] with [MOVIE_GENRE_1] this one is worth the ticket. If you're like me, the unexpected fright that you don't see coming is the best! B: Can you send me the trailer for the Scary Stories movie you recommend? A: I'll be happy to send it to you. Enjoy.",Thank you so much!,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[]
1379," A: Hi, I'm here to help you pick a movie trailer. B: Hi that's great I'm considering seeing a new [MOVIE_GENRE_0] movie. Do you have anything in mind? A: Got it. This will help me give you some to choose from. B: I look forward to your ideas. I'm not sure what's coming up. A: I can guarantee that if you love [MOVIE_GENRE_0] you'll definitely want to see ""It Two"". I saw it and it was creepier than the first. Anoter one is ""[MOVIE_TITLE_0]"". Equally scary."" B: I saw [MOVIE_TITLE_1] and liked it. What can you tell me about ""[MOVIE_TITLE_0]""? A: This is a neat adaptation of all of the  types of scary stories most of us have heard when we were younger like the scarecrow that comes to life, lovers being stalked while making out in lover's lane, etc. The director gave it a more adult take with lot's of fright. B: I've seen alot of remakes of classic scary stories. For example, the scarecrow as depicted in [MOVIE_TITLE_2] Do you think this movie Scary Stories would be different? A: It is somewhat different because it takes the stories to a deeper level. I think you would enjoy this move. Another one I saw was ""[MOVIE_TITLE_3]"" which was a comedic take on [MOVIE_GENRE_0] If you want [MOVIE_GENRE_0] with [MOVIE_GENRE_1] this one is worth the ticket. If you're like me, the unexpected fright that you don't see coming is the best! B: Can you send me the trailer for the Scary Stories movie you recommend? A: I'll be happy to send it to you. Enjoy. B: Thank you so much! A: My pleasure to help you with your choices.",I look forward to seeing it!,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']"
1380," A: Hi, I'm here to help you pick a movie trailer. B: Hi that's great I'm considering seeing a new [MOVIE_GENRE_0] movie. Do you have anything in mind? A: Got it. This will help me give you some to choose from. B: I look forward to your ideas. I'm not sure what's coming up. A: I can guarantee that if you love [MOVIE_GENRE_0] you'll definitely want to see ""It Two"". I saw it and it was creepier than the first. Anoter one is ""[MOVIE_TITLE_0]"". Equally scary."" B: I saw [MOVIE_TITLE_1] and liked it. What can you tell me about ""[MOVIE_TITLE_0]""? A: This is a neat adaptation of all of the  types of scary stories most of us have heard when we were younger like the scarecrow that comes to life, lovers being stalked while making out in lover's lane, etc. The director gave it a more adult take with lot's of fright. B: I've seen alot of remakes of classic scary stories. For example, the scarecrow as depicted in [MOVIE_TITLE_2] Do you think this movie Scary Stories would be different? A: It is somewhat different because it takes the stories to a deeper level. I think you would enjoy this move. Another one I saw was ""[MOVIE_TITLE_3]"" which was a comedic take on [MOVIE_GENRE_0] If you want [MOVIE_GENRE_0] with [MOVIE_GENRE_1] this one is worth the ticket. If you're like me, the unexpected fright that you don't see coming is the best! B: Can you send me the trailer for the Scary Stories movie you recommend? A: I'll be happy to send it to you. Enjoy. B: Thank you so much! A: My pleasure to help you with your choices. B: I look forward to seeing it! A: There are so many [MOVIE_GENRE_0] movies being released compared to years ago and, happily, the quality has improved. As a horror fan. myself. I'm thrilled.",A [MOVIE_GENRE_0] movie will make or break within the first 15 minutes or so for me. I never finish movies for the sake of it but I'm also fairly forgiving about cliche.,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[]
1381," A: Hi, I'm here to help you pick a movie trailer. B: Hi that's great I'm considering seeing a new [MOVIE_GENRE_0] movie. Do you have anything in mind? A: Got it. This will help me give you some to choose from. B: I look forward to your ideas. I'm not sure what's coming up. A: I can guarantee that if you love [MOVIE_GENRE_0] you'll definitely want to see ""It Two"". I saw it and it was creepier than the first. Anoter one is ""[MOVIE_TITLE_0]"". Equally scary."" B: I saw [MOVIE_TITLE_1] and liked it. What can you tell me about ""[MOVIE_TITLE_0]""? A: This is a neat adaptation of all of the  types of scary stories most of us have heard when we were younger like the scarecrow that comes to life, lovers being stalked while making out in lover's lane, etc. The director gave it a more adult take with lot's of fright. B: I've seen alot of remakes of classic scary stories. For example, the scarecrow as depicted in [MOVIE_TITLE_2] Do you think this movie Scary Stories would be different? A: It is somewhat different because it takes the stories to a deeper level. I think you would enjoy this move. Another one I saw was ""[MOVIE_TITLE_3]"" which was a comedic take on [MOVIE_GENRE_0] If you want [MOVIE_GENRE_0] with [MOVIE_GENRE_1] this one is worth the ticket. If you're like me, the unexpected fright that you don't see coming is the best! B: Can you send me the trailer for the Scary Stories movie you recommend? A: I'll be happy to send it to you. Enjoy. B: Thank you so much! A: My pleasure to help you with your choices. B: I look forward to seeing it! A: There are so many [MOVIE_GENRE_0] movies being released compared to years ago and, happily, the quality has improved. As a horror fan. myself. I'm thrilled. B: A [MOVIE_GENRE_0] movie will make or break within the first 15 minutes or so for me. I never finish movies for the sake of it but I'm also fairly forgiving about cliche. A: I agree. If I'm not starting to stress during that time or at least become aware that somethings coming then I've tuned out.","I can recognize traditional scare tactics pretty well in this genre. If you have seen enough of them, it gets that way.","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",['[MOVIE_GENRE_0]']
1382," A: Hi, I'm [MOVIE_TITLE_0] and I'm here to help you find a movie trailer! B: Great, what kind of movies would you recommend? A: What type of movies do you tend to like? B: I don't have a genre I like specifically. I just prefer movies that are critically acclaimed. A: OK, what was the last movie you watched? B: I just watched [MOVIE_TITLE_1] A: Did you like it? B: Yes, it was good A: What did you like most about it? B: It was really well written and the cast was really good. A: Have you seen [MOVIE_TITLE_2]",I have. It was very good. It is something I would watch again. Thanks for the recommendation.,['[MOVIE_TITLE_2]'],['[MOVIE_TITLE_2]'],[]
1383," A: Hi, I'm [MOVIE_TITLE_0] and I'm here to help you find a movie trailer! B: Great, what kind of movies would you recommend? A: What type of movies do you tend to like? B: I don't have a genre I like specifically. I just prefer movies that are critically acclaimed. A: OK, what was the last movie you watched? B: I just watched [MOVIE_TITLE_1] A: Did you like it? B: Yes, it was good A: What did you like most about it? B: It was really well written and the cast was really good. A: Have you seen [MOVIE_TITLE_2] B: I have. It was very good. It is something I would watch again. Thanks for the recommendation. A: Do you prefer the humor or the deeper story?",I don't really have a preference. I like both.,['[MOVIE_TITLE_2]'],['[MOVIE_TITLE_2]'],[]
1384," A: Hey what's up? Looking for a movie? B: Yes, something with denzel washington maybe A: Hmm, Denzel huh? I remember him in [MOVIE_TITLE_0] and in the Bone Collector. I think that one is getting a remake into a series. What's your favorite Denzel movie? B: The equalizer, loved him in Remember the titans. I forgot he was in that one A: Equalizer, I think I remember that. He was kind of a guy that stood up for the little guy, right? vigilante justice? You like more [MOVIE_GENRE_0] movies or the [MOVIE_GENRE_1] in general?",I love [MOVIE_GENRE_0] movies for sure and yes it was really good. The second one was even better,['[MOVIE_GENRE_1]'],['[MOVIE_GENRE_1]'],[]
1385," A: Good Morning B: [MOVIE_TITLE_0] I'm looking for a movie trailer recommendation. A: Awesome. Please tell me; what types of movies are you into? Scary, [MOVIE_GENRE_0] [MOVIE_GENRE_1] [MOVIE_GENRE_2] B: I enjoy classic films (old movies) but also like to see new ones. My favorites are [MOVIE_GENRE_2] and historical movies. A: What is the last movie that you watched? B: It was a 1930s movie called ""[MOVIE_TITLE_1]"" -- a British [MOVIE_GENRE_2] A: A Classic. It won an [MOVIE_TITLE_2] for Best Screen play which was later adapted into a theatrical [MOVIE_GENRE_3] ""[MOVIE_TITLE_3]""","Yes, I've seen [MOVIE_TITLE_2] but really prefer the original","['[MOVIE_TITLE_2]', '[MOVIE_TITLE_2]']",['[MOVIE_TITLE_2]'],[]
1386," A: Hello! How are you today? B: hi there, i am doing fine and you? A: Good, thanks. Just finished eating dinner, and thinking about watching a movie soon. Do you have any movie preferences? B: Sounds good. First, what are you favorite genre of movies? A: I do prefer [MOVIE_GENRE_0] more than anything. How about you? B: Awesome! I really liked Jumanji:next level. It's a [MOVIE_GENRE_0] I love [MOVIE_GENRE_0] and based movies as well A: Oh yea, I loved [MOVIE_TITLE_0] [MOVIE_PLOT] Something else I recently watched and liked was the live [MOVIE_GENRE_1] [MOVIE_TITLE_1] I was pretty happy with how that turned out, after being such a fan of the carton as a child..","oh, I haven't seen the [MOVIE_GENRE_1] [MOVIE_TITLE_1] yet. but i do like the original.","['[MOVIE_TITLE_0]', '[MOVIE_TITLE_1]', '[MOVIE_GENRE_1]', '[MOVIE_TITLE_1]', '[MOVIE_GENRE_1]']","['[MOVIE_TITLE_0]', '[MOVIE_TITLE_1]', '[MOVIE_GENRE_1]']",[]
