,context,ut,bt,bt_plus_1,diff
1207," A: Hello, you have successfully connected.Let's get to viewing! B: Alright, let's do it! A: Are you a movie goer or do you like films to come to you at home via streaming? B: I like to watch movies at home via streaming. A: What streaming service(s) do you gravitate towards? B: I usually use Netflix for watching movies. A: What was the last Netflix film that really grabbed you? B: I really enjoyed watching [MOVIE_TITLE_0] A: Do you like historical [MOVIE_GENRE_0] B: I like historical [MOVIE_GENRE_0] if they are set past the year 1900. A: I feel like I'm the same way. Why would you say that it? B: I feel that movies that are more recent are able to be portrayed more accurately. I don't like watching actors fake accents of the way people used to talk before we had audio recording available. A: Older settings really allow for some creative liberties but the accuracy suffers. I agree. B: I do enjoy movies that are [MOVIE_TITLE_1] I also like to watch [MOVIE_GENRE_1] A: Did you see [MOVIE_TITLE_2]",I did not see that movie.,"['[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_2]']","['[MOVIE_TITLE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_2]']",[]
1208," A: hi! B: Hi A: what kinds of movies do you see in the theater, versus watching at home? B: Hmm...I like seeing movies with friends in theaters whereas at home I prefer just to watch by myself. Usually in theaters it is a big blockbuster or something recent. A: that big screen is a definite for big blockbusters! i take it [MOVIE_GENRE_0] is your thing then? are you into the comic book movies that are popular now?",Not really into comic book based moveis. [MOVIE_TITLE_0] into space or time travel movies.,['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]'],[]
1209," A: hi! B: Hi A: what kinds of movies do you see in the theater, versus watching at home? B: Hmm...I like seeing movies with friends in theaters whereas at home I prefer just to watch by myself. Usually in theaters it is a big blockbuster or something recent. A: that big screen is a definite for big blockbusters! i take it [MOVIE_GENRE_0] is your thing then? are you into the comic book movies that are popular now? B: Not really into comic book based moveis. [MOVIE_TITLE_0] into space or time travel movies. A: oh yea! [MOVIE_TITLE_1] is a personal favorite of mine. have you seen [MOVIE_TITLE_2] jake gyllenhaal is pretty young in it",I really liked interseller and donnie darko is one of my favorite films. Are there others like them you would recommend?,"['[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]']",[]
1210," A: hi! B: Hi A: what kinds of movies do you see in the theater, versus watching at home? B: Hmm...I like seeing movies with friends in theaters whereas at home I prefer just to watch by myself. Usually in theaters it is a big blockbuster or something recent. A: that big screen is a definite for big blockbusters! i take it [MOVIE_GENRE_0] is your thing then? are you into the comic book movies that are popular now? B: Not really into comic book based moveis. [MOVIE_TITLE_0] into space or time travel movies. A: oh yea! [MOVIE_TITLE_1] is a personal favorite of mine. have you seen [MOVIE_TITLE_2] jake gyllenhaal is pretty young in it B: I really liked interseller and donnie darko is one of my favorite films. Are there others like them you would recommend? A: of course! time travel movies tend to fall on the or serious side, it sounds like a more serious one is up your alley. [MOVIE_TITLE_6] is with tom cruise, are you familiar with it?","I am not, though I like tom cruise movies.","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_6]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_6]']",[]
1211," A: hi! B: Hi A: what kinds of movies do you see in the theater, versus watching at home? B: Hmm...I like seeing movies with friends in theaters whereas at home I prefer just to watch by myself. Usually in theaters it is a big blockbuster or something recent. A: that big screen is a definite for big blockbusters! i take it [MOVIE_GENRE_0] is your thing then? are you into the comic book movies that are popular now? B: Not really into comic book based moveis. [MOVIE_TITLE_0] into space or time travel movies. A: oh yea! [MOVIE_TITLE_1] is a personal favorite of mine. have you seen [MOVIE_TITLE_2] jake gyllenhaal is pretty young in it B: I really liked interseller and donnie darko is one of my favorite films. Are there others like them you would recommend? A: of course! time travel movies tend to fall on the or serious side, it sounds like a more serious one is up your alley. [MOVIE_TITLE_6] is with tom cruise, are you familiar with it? B: I am not, though I like tom cruise movies. A: this was a great movie about fighting aliens and reliving the same day (a bit like groundhog day). its called edge of tomorrow, but it was also known as live, die, repeat (which pretty much tells you what its about)",Interesting. Did the movie have different names in different markets?,"['[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_6]', '[MOVIE_TITLE_6]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_6]', '[MOVIE_TITLE_6]']",[]
1212," A: hi! B: Hi A: what kinds of movies do you see in the theater, versus watching at home? B: Hmm...I like seeing movies with friends in theaters whereas at home I prefer just to watch by myself. Usually in theaters it is a big blockbuster or something recent. A: that big screen is a definite for big blockbusters! i take it [MOVIE_GENRE_0] is your thing then? are you into the comic book movies that are popular now? B: Not really into comic book based moveis. [MOVIE_TITLE_0] into space or time travel movies. A: oh yea! [MOVIE_TITLE_1] is a personal favorite of mine. have you seen [MOVIE_TITLE_2] jake gyllenhaal is pretty young in it B: I really liked interseller and donnie darko is one of my favorite films. Are there others like them you would recommend? A: of course! time travel movies tend to fall on the or serious side, it sounds like a more serious one is up your alley. [MOVIE_TITLE_6] is with tom cruise, are you familiar with it? B: I am not, though I like tom cruise movies. A: this was a great movie about fighting aliens and reliving the same day (a bit like groundhog day). its called edge of tomorrow, but it was also known as live, die, repeat (which pretty much tells you what its about) B: Interesting. Did the movie have different names in different markets? A: yes, live, die, repeat was the movie's tagline, but went by that name in other markets. in a twist (for tom cruise at least), he initially doesnt know how to fight and hes trained by emily blunt",lol. That sounds like a good movie for me to check out. I accept your recommendation. Do you have any others?,"['[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_6]', '[MOVIE_TITLE_6]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_6]', '[MOVIE_TITLE_6]']",[]
1213," A: hi! B: Hi A: what kinds of movies do you see in the theater, versus watching at home? B: Hmm...I like seeing movies with friends in theaters whereas at home I prefer just to watch by myself. Usually in theaters it is a big blockbuster or something recent. A: that big screen is a definite for big blockbusters! i take it [MOVIE_GENRE_0] is your thing then? are you into the comic book movies that are popular now? B: Not really into comic book based moveis. [MOVIE_TITLE_0] into space or time travel movies. A: oh yea! [MOVIE_TITLE_1] is a personal favorite of mine. have you seen [MOVIE_TITLE_2] jake gyllenhaal is pretty young in it B: I really liked interseller and donnie darko is one of my favorite films. Are there others like them you would recommend? A: of course! time travel movies tend to fall on the or serious side, it sounds like a more serious one is up your alley. [MOVIE_TITLE_6] is with tom cruise, are you familiar with it? B: I am not, though I like tom cruise movies. A: this was a great movie about fighting aliens and reliving the same day (a bit like groundhog day). its called edge of tomorrow, but it was also known as live, die, repeat (which pretty much tells you what its about) B: Interesting. Did the movie have different names in different markets? A: yes, live, die, repeat was the movie's tagline, but went by that name in other markets. in a twist (for tom cruise at least), he initially doesnt know how to fight and hes trained by emily blunt B: lol. That sounds like a good movie for me to check out. I accept your recommendation. Do you have any others? A: [MOVIE_TITLE_3] is about time travelling to kill people (it's not as dark as that sounds), its a really interesting take on time travel with bruce willis and joseph gordon-levitt. not a spoiler, but joseph gordon-levitt plays a younger version of bruce willis",I saw [MOVIE_TITLE_3] and really liked it. [MOVIE_TITLE_3] is a good recommendation. I also liked [MOVIE_TITLE_4] Are there anymore like that?,"['[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_6]', '[MOVIE_TITLE_6]', '[MOVIE_TITLE_3]', '[MOVIE_TITLE_3]', '[MOVIE_TITLE_3]', '[MOVIE_TITLE_4]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_6]', '[MOVIE_TITLE_6]', '[MOVIE_TITLE_3]']",[]
1214," A: hi! B: Hi A: what kinds of movies do you see in the theater, versus watching at home? B: Hmm...I like seeing movies with friends in theaters whereas at home I prefer just to watch by myself. Usually in theaters it is a big blockbuster or something recent. A: that big screen is a definite for big blockbusters! i take it [MOVIE_GENRE_0] is your thing then? are you into the comic book movies that are popular now? B: Not really into comic book based moveis. [MOVIE_TITLE_0] into space or time travel movies. A: oh yea! [MOVIE_TITLE_1] is a personal favorite of mine. have you seen [MOVIE_TITLE_2] jake gyllenhaal is pretty young in it B: I really liked interseller and donnie darko is one of my favorite films. Are there others like them you would recommend? A: of course! time travel movies tend to fall on the or serious side, it sounds like a more serious one is up your alley. [MOVIE_TITLE_6] is with tom cruise, are you familiar with it? B: I am not, though I like tom cruise movies. A: this was a great movie about fighting aliens and reliving the same day (a bit like groundhog day). its called edge of tomorrow, but it was also known as live, die, repeat (which pretty much tells you what its about) B: Interesting. Did the movie have different names in different markets? A: yes, live, die, repeat was the movie's tagline, but went by that name in other markets. in a twist (for tom cruise at least), he initially doesnt know how to fight and hes trained by emily blunt B: lol. That sounds like a good movie for me to check out. I accept your recommendation. Do you have any others? A: [MOVIE_TITLE_3] is about time travelling to kill people (it's not as dark as that sounds), its a really interesting take on time travel with bruce willis and joseph gordon-levitt. not a spoiler, but joseph gordon-levitt plays a younger version of bruce willis B: I saw [MOVIE_TITLE_3] and really liked it. [MOVIE_TITLE_3] is a good recommendation. I also liked [MOVIE_TITLE_4] Are there anymore like that? A: cant mention time travel assassins without bringing up [MOVIE_TITLE_5] or terminator 2...a real interesting take on the action/futuristic space genre is hardcore henry, the entire movie is shot first person","Oh, I hadn't thought of looking back that far. I'll check out both terminator and terminator 2. I accept your recommendation.","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_6]', '[MOVIE_TITLE_6]', '[MOVIE_TITLE_3]', '[MOVIE_TITLE_3]', '[MOVIE_TITLE_3]', '[MOVIE_TITLE_4]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_1]', '[MOVIE_TITLE_6]', '[MOVIE_TITLE_6]', '[MOVIE_TITLE_3]', '[MOVIE_TITLE_3]', '[MOVIE_TITLE_3]', '[MOVIE_TITLE_4]']",[]
1215," A: Hi there! B: Hey A: Do you enjoy movies in your spare time? B: Yeah, I like to take my out every once in a while. A: Me too. It is very expensive, so we also enjoy watching movies at home a lot. B: One of my kids says that she hates movies. It's kinda annoying and hard to find something she's willing to watch. I kinda gave up, so we watch what we want and she can do whatever she wants to do A: What kinds of trailers do you like? What is the last movie you saw that you enjoyed? B: In the theater... [MOVIE_TITLE_0] As a we've liked the Star Wars and Harry Potter series. A: So, lots of [MOVIE_GENRE_0] and [MOVIE_GENRE_1] With some [MOVIE_GENRE_2]  and magic in there, too?",[MOVIE_TITLE_1] like [MOVIE_GENRE_3] and/or [MOVIE_GENRE_2],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_3]']",['[MOVIE_GENRE_0]'],[]
1216," A: Hi there! B: Hey A: Do you enjoy movies in your spare time? B: Yeah, I like to take my out every once in a while. A: Me too. It is very expensive, so we also enjoy watching movies at home a lot. B: One of my kids says that she hates movies. It's kinda annoying and hard to find something she's willing to watch. I kinda gave up, so we watch what we want and she can do whatever she wants to do A: What kinds of trailers do you like? What is the last movie you saw that you enjoyed? B: In the theater... [MOVIE_TITLE_0] As a we've liked the Star Wars and Harry Potter series. A: So, lots of [MOVIE_GENRE_0] and [MOVIE_GENRE_1] With some [MOVIE_GENRE_2]  and magic in there, too? B: [MOVIE_TITLE_1] like [MOVIE_GENRE_3] and/or [MOVIE_GENRE_2] A: We like sci fi, too! Do you have a favorite actor?","I'm not very picky myself. Sorry, that's not a lot of help.","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_3]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_3]']",[]
1217," A: Hi there! B: Hey A: Do you enjoy movies in your spare time? B: Yeah, I like to take my out every once in a while. A: Me too. It is very expensive, so we also enjoy watching movies at home a lot. B: One of my kids says that she hates movies. It's kinda annoying and hard to find something she's willing to watch. I kinda gave up, so we watch what we want and she can do whatever she wants to do A: What kinds of trailers do you like? What is the last movie you saw that you enjoyed? B: In the theater... [MOVIE_TITLE_0] As a we've liked the Star Wars and Harry Potter series. A: So, lots of [MOVIE_GENRE_0] and [MOVIE_GENRE_1] With some [MOVIE_GENRE_2]  and magic in there, too? B: [MOVIE_TITLE_1] like [MOVIE_GENRE_3] and/or [MOVIE_GENRE_2] A: We like sci fi, too! Do you have a favorite actor? B: I'm not very picky myself. Sorry, that's not a lot of help. A: Have you seen [MOVIE_TITLE_2] That is a mind boggling sci fi movie!! Definitely keeps you on the edge of your seat.",Would you believe it... I have fallen asleep every time I've tried to watch it?? I don't know why. Maybe it's because I don't really like [MOVIE_P_ACTOR_0].,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_3]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_3]']",[]
1218," A: Hello, I am here to help you look for a movie trailer. What kind of movies are you interested in? B: I like movies that have a good storyline, A: Which movies have you seen recently that you really enjoyed with a great story behind it? B: [MOVIE_TITLE_0] had good storylines A: I was personally impressed by [MOVIE_TITLE_1], have you seen this movie? Its interesting how things play out B: I have not heard of this film. Who is in it and what is it generally about? A: [MOVIE_P_ACTOR_0] as [MOVIE_P_ACTOR_1], directed by [MOVIE_P_DIRECTOR_2]. Its showing how certain a certain group of people that would do killings for [MOVIE_P_ACTOR_1] how they continued to pretty much worship him as their cult leader believing that their [MOVIE_GENRE_0] were part of a cosmic plan until one day a member decides to make a change.",That sounds interesting. I think I need to take a break from Charlie [MOVIE_TITLE_2]. Do you have any other recommendations?,"['[MOVIE_P_ACTOR_1]', '[MOVIE_P_ACTOR_1]']","['[MOVIE_P_ACTOR_1]', '[MOVIE_P_ACTOR_1]']",[]
1219, A: Good evening B: Do you have any recommendations A: What kind of movies do you like? B: [MOVIE_GENRE_0] movies A: Who is your favorite actor? B: Edward nortan A: Hmmm. Not sure who he is. You got me there. Have you seen [MOVIE_TITLE_0]? B: No have you seen call of the wild with Harrison ford A: I have not seen that one yet. Want to. Looks really good. What is the last movie you watched? B: Field of dreams you A: The wilding on showtime B: Ok cool what else you like A: I am a huge [MOVIE_GENRE_1] movie fan. [MOVIE_TITLE_1]een series are my favorite. I dont like [MOVIE_GENRE_2] movies though,Ok I like halloween,['[MOVIE_GENRE_1]'],['[MOVIE_GENRE_1]'],[]
1220, A: Good evening B: Do you have any recommendations A: What kind of movies do you like? B: [MOVIE_GENRE_0] movies A: Who is your favorite actor? B: Edward nortan A: Hmmm. Not sure who he is. You got me there. Have you seen [MOVIE_TITLE_0]? B: No have you seen call of the wild with Harrison ford A: I have not seen that one yet. Want to. Looks really good. What is the last movie you watched? B: Field of dreams you A: The wilding on showtime B: Ok cool what else you like A: I am a huge [MOVIE_GENRE_1] movie fan. [MOVIE_TITLE_1]een series are my favorite. I dont like [MOVIE_GENRE_2] movies though B: Ok I like halloween A: Cool. Have you seen the Rob Zombie remake of [MOVIE_TITLE_2]?,Yes that was awesome,"['[MOVIE_GENRE_1]', '[MOVIE_TITLE_2]']","['[MOVIE_GENRE_1]', '[MOVIE_TITLE_2]']",[]
1221, A: Hi there! B: How's it going? I'm looking for a movie recommendation A: You're talking to the right guy! What kind of movies are you into? [MOVIE_TITLE_0] is coming out this month and that's going to be huge if you're into Sci Fi. B: I'd love to see the new [MOVIE_TITLE_0] but I have to catch up on the old ones first! A: That's a must. What was the last movie you've recently?,It was actually return of the jedi last night. I love [MOVIE_GENRE_0] films and all the [MOVIE_TITLE_1] movies,['[MOVIE_GENRE_0]'],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",['[MOVIE_GENRE_0]']
1222, A: Hi there! B: How's it going? I'm looking for a movie recommendation A: You're talking to the right guy! What kind of movies are you into? [MOVIE_TITLE_0] is coming out this month and that's going to be huge if you're into Sci Fi. B: I'd love to see the new [MOVIE_TITLE_0] but I have to catch up on the old ones first! A: That's a must. What was the last movie you've recently? B: It was actually return of the jedi last night. I love [MOVIE_GENRE_0] films and all the [MOVIE_TITLE_1] movies A: I love those as well. Have you heard about [MOVIE_TITLE_8] coming out this Jan with [MOVIE_P_ACTOR_0] [MOVIE_P_ACTOR_1]. It's got plenty of [MOVIE_GENRE_0] and long overdue for part 3.,"No I've never heard of that, what's the story line?","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",['[MOVIE_GENRE_0]']
1223," A: Hi there! B: How's it going? I'm looking for a movie recommendation A: You're talking to the right guy! What kind of movies are you into? [MOVIE_TITLE_0] is coming out this month and that's going to be huge if you're into Sci Fi. B: I'd love to see the new [MOVIE_TITLE_0] but I have to catch up on the old ones first! A: That's a must. What was the last movie you've recently? B: It was actually return of the jedi last night. I love [MOVIE_GENRE_0] films and all the [MOVIE_TITLE_1] movies A: I love those as well. Have you heard about [MOVIE_TITLE_8] coming out this Jan with [MOVIE_P_ACTOR_0] [MOVIE_P_ACTOR_1]. It's got plenty of [MOVIE_GENRE_0] and long overdue for part 3. B: No I've never heard of that, what's the story line? A: Well you'll definitely have to catch up on the other 2. It's about [MOVIE_PLOT] Ones a more tied [MOVIE_TITLE_2] and the other is a big time playboy who like to live the lavish life. Although they both live completely different lifestyles, they work really well together. It's a very grounded [MOVIE_TITLE_3] movie with plenty of [MOVIE_GENRE_0] and [MOVIE_GENRE_1] A hit sequel came out and now after many years a third is going to be released in January.",Well I better watch the first two before that one comes out!,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",['[MOVIE_GENRE_0]']
1224," A: Hi there! B: How's it going? I'm looking for a movie recommendation A: You're talking to the right guy! What kind of movies are you into? [MOVIE_TITLE_0] is coming out this month and that's going to be huge if you're into Sci Fi. B: I'd love to see the new [MOVIE_TITLE_0] but I have to catch up on the old ones first! A: That's a must. What was the last movie you've recently? B: It was actually return of the jedi last night. I love [MOVIE_GENRE_0] films and all the [MOVIE_TITLE_1] movies A: I love those as well. Have you heard about [MOVIE_TITLE_8] coming out this Jan with [MOVIE_P_ACTOR_0] [MOVIE_P_ACTOR_1]. It's got plenty of [MOVIE_GENRE_0] and long overdue for part 3. B: No I've never heard of that, what's the story line? A: Well you'll definitely have to catch up on the other 2. It's about [MOVIE_PLOT] Ones a more tied [MOVIE_TITLE_2] and the other is a big time playboy who like to live the lavish life. Although they both live completely different lifestyles, they work really well together. It's a very grounded [MOVIE_TITLE_3] movie with plenty of [MOVIE_GENRE_0] and [MOVIE_GENRE_1] A hit sequel came out and now after many years a third is going to be released in January. B: Well I better watch the first two before that one comes out! A: Since you enjoy [MOVIE_GENRE_0] films have you heard and seen [MOVIE_TITLE_4]",Yeah I have seen those. I kind of like corny 80's [MOVIE_GENRE_0] movies more,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[]
1225," A: Hi there! B: How's it going? I'm looking for a movie recommendation A: You're talking to the right guy! What kind of movies are you into? [MOVIE_TITLE_0] is coming out this month and that's going to be huge if you're into Sci Fi. B: I'd love to see the new [MOVIE_TITLE_0] but I have to catch up on the old ones first! A: That's a must. What was the last movie you've recently? B: It was actually return of the jedi last night. I love [MOVIE_GENRE_0] films and all the [MOVIE_TITLE_1] movies A: I love those as well. Have you heard about [MOVIE_TITLE_8] coming out this Jan with [MOVIE_P_ACTOR_0] [MOVIE_P_ACTOR_1]. It's got plenty of [MOVIE_GENRE_0] and long overdue for part 3. B: No I've never heard of that, what's the story line? A: Well you'll definitely have to catch up on the other 2. It's about [MOVIE_PLOT] Ones a more tied [MOVIE_TITLE_2] and the other is a big time playboy who like to live the lavish life. Although they both live completely different lifestyles, they work really well together. It's a very grounded [MOVIE_TITLE_3] movie with plenty of [MOVIE_GENRE_0] and [MOVIE_GENRE_1] A hit sequel came out and now after many years a third is going to be released in January. B: Well I better watch the first two before that one comes out! A: Since you enjoy [MOVIE_GENRE_0] films have you heard and seen [MOVIE_TITLE_4] B: Yeah I have seen those. I kind of like corny 80's [MOVIE_GENRE_0] movies more A: Say no more. Are you more of a Stallone? Van Damme? or Scharzenegger fan?",Definitely [MOVIE_P_ACTOR_1],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_TITLE_5]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_5]']"
1226, A: Hello! I'm here to help you look for a movie trailer to watch!:),"Hi! Great, because I am looking for a recommendation for a [MOVIE_GENRE_0] [MOVIE_GENRE_1] I just love them.","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]']",[]
1227," A: Hello! I'm here to help you look for a movie trailer to watch!:) B: Hi! Great, because I am looking for a recommendation for a [MOVIE_GENRE_0] [MOVIE_GENRE_1] I just love them. A: What is the last rom-com that you watched?","I love so many! The last one I watched was [MOVIE_P_ACTOR_0] Definitely,Maybe.. so good! I like his type of humor. I also love [MOVIE_P_ACTOR_1].","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]', '[MOVIE_P_ACTOR_0]']","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]', '[MOVIE_P_ACTOR_0]']",[]
1228," A: Hello! I'm here to help you look for a movie trailer to watch!:) B: Hi! Great, because I am looking for a recommendation for a [MOVIE_GENRE_0] [MOVIE_GENRE_1] I just love them. A: What is the last rom-com that you watched? B: I love so many! The last one I watched was [MOVIE_P_ACTOR_0] Definitely,Maybe.. so good! I like his type of humor. I also love [MOVIE_P_ACTOR_1]. A: Yeah! That's a good one! I enjoyed that one too!",It was great! We have the same taste which is awesome :),"['[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]', '[MOVIE_P_ACTOR_0]']","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]', '[MOVIE_P_ACTOR_0]', '[MOVIE_P_ACTOR_0]']",['[MOVIE_P_ACTOR_0]']
1229," A: Hello! I'm here to help you look for a movie trailer to watch!:) B: Hi! Great, because I am looking for a recommendation for a [MOVIE_GENRE_0] [MOVIE_GENRE_1] I just love them. A: What is the last rom-com that you watched? B: I love so many! The last one I watched was [MOVIE_P_ACTOR_0] Definitely,Maybe.. so good! I like his type of humor. I also love [MOVIE_P_ACTOR_1]. A: Yeah! That's a good one! I enjoyed that one too! B: It was great! We have the same taste which is awesome :) A: Since you like Rom-Com I think you'll like [MOVIE_TITLE_4]! It has [MOVIE_P_ACTOR_0] [MOVIE_P_ACTOR_1]","It does? I don't think I have seen that one, is it new?","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]', '[MOVIE_P_ACTOR_0]', '[MOVIE_P_ACTOR_0]']","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]', '[MOVIE_P_ACTOR_0]', '[MOVIE_P_ACTOR_0]', '[MOVIE_TITLE_0]']",['[MOVIE_TITLE_0]']
1230," A: Hello! I'm here to help you look for a movie trailer to watch!:) B: Hi! Great, because I am looking for a recommendation for a [MOVIE_GENRE_0] [MOVIE_GENRE_1] I just love them. A: What is the last rom-com that you watched? B: I love so many! The last one I watched was [MOVIE_P_ACTOR_0] Definitely,Maybe.. so good! I like his type of humor. I also love [MOVIE_P_ACTOR_1]. A: Yeah! That's a good one! I enjoyed that one too! B: It was great! We have the same taste which is awesome :) A: Since you like Rom-Com I think you'll like [MOVIE_TITLE_4]! It has [MOVIE_P_ACTOR_0] [MOVIE_P_ACTOR_1] B: It does? I don't think I have seen that one, is it new? A: Nope, it's from 2009, which is a year after ""[MOVIE_TITLE_0]"" actually!","Oh, wow! How did I miss it! I would love to watch a trailer for the Proposal!","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]', '[MOVIE_P_ACTOR_0]', '[MOVIE_P_ACTOR_0]', '[MOVIE_TITLE_0]']","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_0]', '[MOVIE_P_ACTOR_0]', '[MOVIE_P_ACTOR_0]', '[MOVIE_TITLE_0]', '[MOVIE_P_ACTOR_0]']",['[MOVIE_P_ACTOR_0]']
1231," A: Hello! I'm here to help you look for a movie trailer to watch!:) B: Hi! Great, because I am looking for a recommendation for a [MOVIE_GENRE_0] [MOVIE_GENRE_1] I just love them. A: What is the last rom-com that you watched? B: I love so many! The last one I watched was [MOVIE_P_ACTOR_0] Definitely,Maybe.. so good! I like his type of humor. I also love [MOVIE_P_ACTOR_1]. A: Yeah! That's a good one! I enjoyed that one too! B: It was great! We have the same taste which is awesome :) A: Since you like Rom-Com I think you'll like [MOVIE_TITLE_4]! It has [MOVIE_P_ACTOR_0] [MOVIE_P_ACTOR_1] B: It does? I don't think I have seen that one, is it new? A: Nope, it's from 2009, which is a year after ""[MOVIE_TITLE_0]"" actually! B: Oh, wow! How did I miss it! I would love to watch a trailer for the Proposal! A: [MOVIE_P_ACTOR_0] has another really good rom-com! It's called [MOVIE_TITLE_1], it doesn't have Sandra Bullocks, but I would say it's better!;)","I would be open to both recommendations! If you think [MOVIE_TITLE_1] is better, I will go with that!","['[MOVIE_GENRE_1]', '[MOVIE_P_ACTOR_0]', '[MOVIE_P_ACTOR_0]', '[MOVIE_P_ACTOR_0]']","['[MOVIE_GENRE_1]', '[MOVIE_P_ACTOR_0]', '[MOVIE_P_ACTOR_0]', '[MOVIE_P_ACTOR_0]']",[]
1232," A: Hello! I'm here to help you look for a movie trailer to watch!:) B: Hi! Great, because I am looking for a recommendation for a [MOVIE_GENRE_0] [MOVIE_GENRE_1] I just love them. A: What is the last rom-com that you watched? B: I love so many! The last one I watched was [MOVIE_P_ACTOR_0] Definitely,Maybe.. so good! I like his type of humor. I also love [MOVIE_P_ACTOR_1]. A: Yeah! That's a good one! I enjoyed that one too! B: It was great! We have the same taste which is awesome :) A: Since you like Rom-Com I think you'll like [MOVIE_TITLE_4]! It has [MOVIE_P_ACTOR_0] [MOVIE_P_ACTOR_1] B: It does? I don't think I have seen that one, is it new? A: Nope, it's from 2009, which is a year after ""[MOVIE_TITLE_0]"" actually! B: Oh, wow! How did I miss it! I would love to watch a trailer for the Proposal! A: [MOVIE_P_ACTOR_0] has another really good rom-com! It's called [MOVIE_TITLE_1], it doesn't have Sandra Bullocks, but I would say it's better!;) B: I would be open to both recommendations! If you think [MOVIE_TITLE_1] is better, I will go with that! A: So would you like to watch this movie trailer?",I would very much like to watch the [MOVIE_TITLE_1] movie trailer!,"['[MOVIE_GENRE_1]', '[MOVIE_P_ACTOR_0]', '[MOVIE_P_ACTOR_0]', '[MOVIE_P_ACTOR_0]']","['[MOVIE_GENRE_1]', '[MOVIE_P_ACTOR_0]', '[MOVIE_P_ACTOR_0]', '[MOVIE_P_ACTOR_0]']",[]
1233," A: Hi , I would like to help you find a movie trailer B: ok great A: What are your favorite kinds of movies?","My favorite kinds of movies are action,comedy and [MOVIE_GENRE_0]",['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]'],[]
1234," A: Hi , I would like to help you find a movie trailer B: ok great A: What are your favorite kinds of movies? B: My favorite kinds of movies are action,comedy and [MOVIE_GENRE_0] A: What was the last movie you watched?",[MOVIE_TITLE_0],"['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_TITLE_0]', '[MOVIE_TITLE_0]']",['[MOVIE_TITLE_0]']
