,context,ut,bt,bt_plus_1,diff,related_placeholders
1485, A:Hi.. I understand you are looking for a movie trailer to watch!,Yes,[],[],[],[]
1486, A:Hi.. I understand you are looking for a movie trailer to watch! B:Yes A:Great. I'd love to help you. What kind of movies do you generally like? B:I love [MOVIE_GENRE_0] [MOVIE_GENRE_1] and [MOVIE_GENRE_2] movies A:Thats a pretty broad range. Great! What is the last movie you saw?,no [MOVIE_TITLE_0] with [MOVIE_P_ACTOR_0],"['[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]', '[MOVIE_TITLE_0]', '[MOVIE_P_ACTOR_0]']","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]', '[MOVIE_TITLE_0]', '[MOVIE_P_ACTOR_0]', '[MOVIE_P_ACTOR_0]']",['[MOVIE_P_ACTOR_0]'],['[MOVIE_P_ACTOR_0]']
1487, A:Hi.. I understand you are looking for a movie trailer to watch! B:Yes A:Great. I'd love to help you. What kind of movies do you generally like? B:I love [MOVIE_GENRE_0] [MOVIE_GENRE_1] and [MOVIE_GENRE_2] movies A:Thats a pretty broad range. Great! What is the last movie you saw? B:no [MOVIE_TITLE_0] with [MOVIE_P_ACTOR_0] A:I love [MOVIE_P_ACTOR_0]. Did you like that movie? B:yes it was A:great. That gives me a godo start to go on,ok thank you,"['[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]', '[MOVIE_TITLE_0]', '[MOVIE_P_ACTOR_0]', '[MOVIE_P_ACTOR_0]']","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]', '[MOVIE_TITLE_0]', '[MOVIE_P_ACTOR_0]', '[MOVIE_P_ACTOR_0]', '[MOVIE_GENRE_2]']",['[MOVIE_GENRE_2]'],"['[MOVIE_GENRE_2]', '[MOVIE_TITLE_3]']"
1488, A:Hi! How are you doing today?,I'm doing pretty great! See any good movies lately?,[],[],[],[]
1489," A:Hi! How are you doing today? B:I'm doing pretty great! See any good movies lately? A:Yes, I've seen some great ones. What about you?",I've seen a few that I really liked. What kind of movies are you into? I'm a [MOVIE_GENRE_0] and [MOVIE_GENRE_1] fan myself.,['[MOVIE_GENRE_0]'],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_2]', '[MOVIE_GENRE_1]', '[MOVIE_GENRE_3]']"
1490," A:Hi! How are you doing today? B:I'm doing pretty great! See any good movies lately? A:Yes, I've seen some great ones. What about you? B:I've seen a few that I really liked. What kind of movies are you into? I'm a [MOVIE_GENRE_0] and [MOVIE_GENRE_1] fan myself. A:I love [MOVIE_GENRE_0] and [MOVIE_GENRE_1] I also like [MOVIE_GENRE_2] and recently I have really enjoyed [MOVIE_GENRE_3] Which [MOVIE_GENRE_0] movie is your favorite? B:That's a tough one. Honestly I'm a huge fan of earlier [MOVIE_GENRE_0] I like the new stuff but Nightmare on Elm Street, [MOVIE_TITLE_0] and [MOVIE_TITLE_1].. That era will always be my favorite. See any good ones recently? I've been looking for more modern [MOVIE_GENRE_0] A:I really like those too. I agree that the new ones aren't bad, but nothing beats the classics. Wow, that makes me think of a couple that you'd probably be interested in because of what you said. Do you like sequels at all?",Oh heck yeah. I would argue that Nightmare on Elm Street 3 was the best of the whole bunch. And the remake for IT was downright terrifying.,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[],['[MOVIE_TITLE_2]']
1491," A:Hi! How are you doing today? B:I'm doing pretty great! See any good movies lately? A:Yes, I've seen some great ones. What about you? B:I've seen a few that I really liked. What kind of movies are you into? I'm a [MOVIE_GENRE_0] and [MOVIE_GENRE_1] fan myself. A:I love [MOVIE_GENRE_0] and [MOVIE_GENRE_1] I also like [MOVIE_GENRE_2] and recently I have really enjoyed [MOVIE_GENRE_3] Which [MOVIE_GENRE_0] movie is your favorite? B:That's a tough one. Honestly I'm a huge fan of earlier [MOVIE_GENRE_0] I like the new stuff but Nightmare on Elm Street, [MOVIE_TITLE_0] and [MOVIE_TITLE_1].. That era will always be my favorite. See any good ones recently? I've been looking for more modern [MOVIE_GENRE_0] A:I really like those too. I agree that the new ones aren't bad, but nothing beats the classics. Wow, that makes me think of a couple that you'd probably be interested in because of what you said. Do you like sequels at all? B:Oh heck yeah. I would argue that Nightmare on Elm Street 3 was the best of the whole bunch. And the remake for IT was downright terrifying. A:I know. I also liked the [MOVIE_TITLE_2] series. I thought that some of the ones from the 80s were actually better than ones in the 70s. Do you recall who wrote the nightmare on Elm street movies because that'd help me make a recommendation. I think that made a movie recently you'd be interested in",It was [MOVIE_P_DIRECTOR_0]. Love that guys work. Sure they were a little campy but It was the way of things at the time.,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",['[MOVIE_GENRE_0]'],"['[MOVIE_GENRE_0]', '[MOVIE_P_DIRECTOR_0]']"
1492," A:Hi! How are you doing today? B:I'm doing pretty great! See any good movies lately? A:Yes, I've seen some great ones. What about you? B:I've seen a few that I really liked. What kind of movies are you into? I'm a [MOVIE_GENRE_0] and [MOVIE_GENRE_1] fan myself. A:I love [MOVIE_GENRE_0] and [MOVIE_GENRE_1] I also like [MOVIE_GENRE_2] and recently I have really enjoyed [MOVIE_GENRE_3] Which [MOVIE_GENRE_0] movie is your favorite? B:That's a tough one. Honestly I'm a huge fan of earlier [MOVIE_GENRE_0] I like the new stuff but Nightmare on Elm Street, [MOVIE_TITLE_0] and [MOVIE_TITLE_1].. That era will always be my favorite. See any good ones recently? I've been looking for more modern [MOVIE_GENRE_0] A:I really like those too. I agree that the new ones aren't bad, but nothing beats the classics. Wow, that makes me think of a couple that you'd probably be interested in because of what you said. Do you like sequels at all? B:Oh heck yeah. I would argue that Nightmare on Elm Street 3 was the best of the whole bunch. And the remake for IT was downright terrifying. A:I know. I also liked the [MOVIE_TITLE_2] series. I thought that some of the ones from the 80s were actually better than ones in the 70s. Do you recall who wrote the nightmare on Elm street movies because that'd help me make a recommendation. I think that made a movie recently you'd be interested in B:It was [MOVIE_P_DIRECTOR_0]. Love that guys work. Sure they were a little campy but It was the way of things at the time. A:Have you ever heard of [MOVIE_P_DIRECTOR_0]? Haha, you said you like horror so that might be a silly question. I forgot about his movies but those were some of my favorites growing up. If you like him, I actually have some really good recommendations.",Bruh. [MOVIE_P_DIRECTOR_0] like my favorite author of all time after Orwell.,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[],"['[MOVIE_TITLE_3]', '[MOVIE_P_DIRECTOR_0]']"
1493," A:Hi! How are you doing today? B:I'm doing pretty great! See any good movies lately? A:Yes, I've seen some great ones. What about you? B:I've seen a few that I really liked. What kind of movies are you into? I'm a [MOVIE_GENRE_0] and [MOVIE_GENRE_1] fan myself. A:I love [MOVIE_GENRE_0] and [MOVIE_GENRE_1] I also like [MOVIE_GENRE_2] and recently I have really enjoyed [MOVIE_GENRE_3] Which [MOVIE_GENRE_0] movie is your favorite? B:That's a tough one. Honestly I'm a huge fan of earlier [MOVIE_GENRE_0] I like the new stuff but Nightmare on Elm Street, [MOVIE_TITLE_0] and [MOVIE_TITLE_1].. That era will always be my favorite. See any good ones recently? I've been looking for more modern [MOVIE_GENRE_0] A:I really like those too. I agree that the new ones aren't bad, but nothing beats the classics. Wow, that makes me think of a couple that you'd probably be interested in because of what you said. Do you like sequels at all? B:Oh heck yeah. I would argue that Nightmare on Elm Street 3 was the best of the whole bunch. And the remake for IT was downright terrifying. A:I know. I also liked the [MOVIE_TITLE_2] series. I thought that some of the ones from the 80s were actually better than ones in the 70s. Do you recall who wrote the nightmare on Elm street movies because that'd help me make a recommendation. I think that made a movie recently you'd be interested in B:It was [MOVIE_P_DIRECTOR_0]. Love that guys work. Sure they were a little campy but It was the way of things at the time. A:Have you ever heard of [MOVIE_P_DIRECTOR_0]? Haha, you said you like horror so that might be a silly question. I forgot about his movies but those were some of my favorites growing up. If you like him, I actually have some really good recommendations. B:Bruh. [MOVIE_P_DIRECTOR_0] like my favorite author of all time after Orwell. A:Hahaha that's crazy. I love [MOVIE_P_DIRECTOR_0], and I love [MOVIE_TITLE_3] That's crazy. I also think they did a decent job of turning King's books into movies. Which movies based on his books have you seen? I'll know which one to not recommend based on that.","1984 is my exact favorite book actually... As for the King movies IT (Both the 90's one and the remake), [MOVIE_TITLE_4] (I think that was him), Pet Cemetery one and two (From back in the day)... Gosh it's been awhile. [MOVIE_TITLE_5] There were a few others but they were all years ago. Fun fact: He used to due the [MOVIE_P_DIRECTOR_0] where he stuck himself into the movies as a cameo.","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[],['[MOVIE_TITLE_6]']
1494, A:Hi there. How are you doing today?,"i am very fine ,i really need a nice movie to watch.",[],[],[],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]']"
1495," A:Hi there. How are you doing today? B:i am very fine ,i really need a nice movie to watch. A:Hmm...What kinds of movies do you like? [MOVIE_GENRE_0] [MOVIE_GENRE_1] Super Hero??",i like [MOVIE_GENRE_2] movies and [MOVIE_GENRE_3] too.can you recommend some,[],[],[],"['[MOVIE_TITLE_0]', '[MOVIE_P_ACTOR_0]']"
1496," A:Hi there. How are you doing today? B:i am very fine ,i really need a nice movie to watch. A:Hmm...What kinds of movies do you like? [MOVIE_GENRE_0] [MOVIE_GENRE_1] Super Hero?? B:i like [MOVIE_GENRE_2] movies and [MOVIE_GENRE_3] too.can you recommend some A:The new version of ""[MOVIE_TITLE_0]"" comes out next week. It looks truly frightening. It's with [MOVIE_P_ACTOR_0]. Looks amazing!",oh really and how are the ratings in public domain?,[],[],[],['[MOVIE_P_ACTOR_1]']
1497," A:Hi there. How are you doing today? B:i am very fine ,i really need a nice movie to watch. A:Hmm...What kinds of movies do you like? [MOVIE_GENRE_0] [MOVIE_GENRE_1] Super Hero?? B:i like [MOVIE_GENRE_2] movies and [MOVIE_GENRE_3] too.can you recommend some A:The new version of ""[MOVIE_TITLE_0]"" comes out next week. It looks truly frightening. It's with [MOVIE_P_ACTOR_0]. Looks amazing! B:oh really and how are the ratings in public domain? A:There aren't any ratings yet, but [MOVIE_P_ACTOR_1] the writer. He did the Saw movies, which were amazing! I think it's definitely going to be worth a try!",can you check for me something else like [MOVIE_GENRE_0] too.,[],[],[],"['[MOVIE_P_ACTOR_2]', '[MOVIE_TITLE_1]']"
1498," A:Hi there. How are you doing today? B:i am very fine ,i really need a nice movie to watch. A:Hmm...What kinds of movies do you like? [MOVIE_GENRE_0] [MOVIE_GENRE_1] Super Hero?? B:i like [MOVIE_GENRE_2] movies and [MOVIE_GENRE_3] too.can you recommend some A:The new version of ""[MOVIE_TITLE_0]"" comes out next week. It looks truly frightening. It's with [MOVIE_P_ACTOR_0]. Looks amazing! B:oh really and how are the ratings in public domain? A:There aren't any ratings yet, but [MOVIE_P_ACTOR_1] the writer. He did the Saw movies, which were amazing! I think it's definitely going to be worth a try! B:can you check for me something else like [MOVIE_GENRE_0] too. A:Of course! I would recommend [MOVIE_TITLE_1] It god [MOVIE_P_ACTOR_2] Academy Award this year. There are some truly hilarious scenes in this movie. You'll love it!","i love that guy,his shows are pretty amazing.when was it released?",[],[],[],[]
1499," A:Hello, How are you today?I would like to help you find a movie trailer to watch. B:Hello. I am fine, thank-you. How are you? I am looking for a good [MOVIE_GENRE_0] movie. Do you have any recommendations? A:Yes. But first I would like to know what is the most recent movie you have seen? B:[MOVIE_TITLE_0] A:Oh that's great. What type of movie trailers do you enjoy?",Pretty much anything to do with [MOVIE_GENRE_0],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",['[MOVIE_GENRE_0]'],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]']"
1500," A:Hello, How are you today?I would like to help you find a movie trailer to watch. B:Hello. I am fine, thank-you. How are you? I am looking for a good [MOVIE_GENRE_0] movie. Do you have any recommendations? A:Yes. But first I would like to know what is the most recent movie you have seen? B:[MOVIE_TITLE_0] A:Oh that's great. What type of movie trailers do you enjoy? B:Pretty much anything to do with [MOVIE_GENRE_0] A:Splendid. Do you also enjoy [MOVIE_GENRE_1] [MOVIE_GENRE_0]","Not really, no. I don't really like [MOVIE_GENRE_1]","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]']
1501," A:Hello, How are you today?I would like to help you find a movie trailer to watch. B:Hello. I am fine, thank-you. How are you? I am looking for a good [MOVIE_GENRE_0] movie. Do you have any recommendations? A:Yes. But first I would like to know what is the most recent movie you have seen? B:[MOVIE_TITLE_0] A:Oh that's great. What type of movie trailers do you enjoy? B:Pretty much anything to do with [MOVIE_GENRE_0] A:Splendid. Do you also enjoy [MOVIE_GENRE_1] [MOVIE_GENRE_0] B:Not really, no. I don't really like [MOVIE_GENRE_1] A:What about gory [MOVIE_GENRE_0]",I don't mind gory [MOVIE_GENRE_0],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[],['[MOVIE_TITLE_1]']
1502, A:Hi! I am here to help recommend a movie to you.,[MOVIE_TITLE_0] I'm looking for a good [MOVIE_GENRE_0] flick.,[],[],[],[]
1503, A:Hi! I am here to help recommend a movie to you. B:[MOVIE_TITLE_0] I'm looking for a good [MOVIE_GENRE_0] flick. A:Awesome! Do you have a preference on the branding?,I don't think so. What is an example of a movie brand?,[],[],[],[]
1504," A:Hi! I am here to help recommend a movie to you. B:[MOVIE_TITLE_0] I'm looking for a good [MOVIE_GENRE_0] flick. A:Awesome! Do you have a preference on the branding? B:I don't think so. What is an example of a movie brand? A:Marvel, Terminator, Star Wars...the brand seems like it could be a name, but other products and services are marketed under the brand name",Well i think I like one-offs more. Brand appear to be more sequel oriented.,[],[],[],[]
1505," A:Hello, how are you today?",hello there,[],[],[],[]
1506," A:Hello, how are you today? B:hello there A:I'm here to help recommend a movie, do you like movies?",any good [MOVIE_GENRE_0],['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]'],[],['[MOVIE_TITLE_0]']
1507," A:Hello, how are you today? B:hello there A:I'm here to help recommend a movie, do you like movies? B:any good [MOVIE_GENRE_0] A:Have you seen [MOVIE_TITLE_0] Party? It's hilarious",i would love to watch it,['[MOVIE_GENRE_0]'],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",['[MOVIE_GENRE_0]'],"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_1]']"
1508," A:Hello, how are you today? B:hello there A:I'm here to help recommend a movie, do you like movies? B:any good [MOVIE_GENRE_0] A:Have you seen [MOVIE_TITLE_0] Party? It's hilarious B:i would love to watch it A:It's got a good blend of raunchy [MOVIE_GENRE_0] and some [MOVIE_GENRE_1] I bet you would really like it B:what year is that? A:It was made in 2016",who stars?,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[],"['[MOVIE_TITLE_1]', '[MOVIE_P_ACTOR_1]', '[MOVIE_P_ACTOR_0]']"
1509," A:Hello, how are you today? B:hello there A:I'm here to help recommend a movie, do you like movies? B:any good [MOVIE_GENRE_0] A:Have you seen [MOVIE_TITLE_0] Party? It's hilarious B:i would love to watch it A:It's got a good blend of raunchy [MOVIE_GENRE_0] and some [MOVIE_GENRE_1] I bet you would really like it B:what year is that? A:It was made in 2016 B:who stars? A:[MOVIE_P_ACTOR_0], [MOVIE_TITLE_1] Anniston, TJ Miller, [MOVIE_P_ACTOR_1]",where is the setting?,"['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']","['[MOVIE_GENRE_0]', '[MOVIE_GENRE_0]']",[],"['[MOVIE_TITLE_1]', '[MOVIE_TITLE_2]']"
1510, A:Hello!,Hi!,[],[],[],[]
1511, A:Hello! B:Hi! A:Have you seen any good movies lately?,"A couple. Honestly, I've been watching a lot of kid movies. I'm thinkin that I should probably watch a more [MOVIE_TITLE_0] movie for myself.",[],[],[],[]
1512," A:Hello! B:Hi! A:Have you seen any good movies lately? B:A couple. Honestly, I've been watching a lot of kid movies. I'm thinkin that I should probably watch a more [MOVIE_TITLE_0] movie for myself. A:Ah there's nothing wrong with enjoying a good kid movies! What types of age appropriate movies do you like?","I really like [MOVIE_GENRE_0] Anything with [MOVIE_P_ACTOR_0], [MOVIE_P_ACTOR_1] any other comedian that's really ironic. I really enjoy movies where there is a huge misunderstanding that kind of spirals out of control. Kind of like [MOVIE_TITLE_1] or [MOVIE_TITLE_2]. Have you seen [MOVIE_TITLE_2]",['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]'],[],"['[MOVIE_P_ACTOR_2]', '[MOVIE_P_ACTOR_1]', '[MOVIE_P_ACTOR_0]']"
1513," A:Hello! B:Hi! A:Have you seen any good movies lately? B:A couple. Honestly, I've been watching a lot of kid movies. I'm thinkin that I should probably watch a more [MOVIE_TITLE_0] movie for myself. A:Ah there's nothing wrong with enjoying a good kid movies! What types of age appropriate movies do you like? B:I really like [MOVIE_GENRE_0] Anything with [MOVIE_P_ACTOR_0], [MOVIE_P_ACTOR_1] any other comedian that's really ironic. I really enjoy movies where there is a huge misunderstanding that kind of spirals out of control. Kind of like [MOVIE_TITLE_1] or [MOVIE_TITLE_2]. Have you seen [MOVIE_TITLE_2] A:Yes I have, and I enjoyed it. [MOVIE_P_ACTOR_0] [MOVIE_P_ACTOR_1] also some of my favorite comedians, along with [MOVIE_P_ACTOR_2]. Have you seen any of his movies? B:Yes, I really like [MOVIE_TITLE_3]! A:A great movie! Definitely one of those movies that quickly spirals out of control. B:Absolutely, most [MOVIE_P_ACTOR_2] do kind of like [MOVIE_TITLE_4]. A:Would you be interested in a similar movie or something different?",Something similar would be awesome.,['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]'],[],['[MOVIE_TITLE_5]']
1514, A:Hello! How are you doing today?,"Fine, thanks! And you?",[],[],[],[]
1515," A:Hello! How are you doing today? B:Fine, thanks! And you? A:Wonderful! Can I help you find a movie you'd be interested in today?",Sure!,[],[],[],[]
1516," A:Hello! How are you doing today? B:Fine, thanks! And you? A:Wonderful! Can I help you find a movie you'd be interested in today? B:Sure! A:What are some movies you've enjoyed in the past?","Let's see.... Cinema Paradiso, [MOVIE_TITLE_0], [MOVIE_TITLE_1]",[],[],[],[]
1517," A:Hello! How are you doing today? B:Fine, thanks! And you? A:Wonderful! Can I help you find a movie you'd be interested in today? B:Sure! A:What are some movies you've enjoyed in the past? B:Let's see.... Cinema Paradiso, [MOVIE_TITLE_0], [MOVIE_TITLE_1] A:Great, so are you generally interested in foreign films? What are some other genres you appreciate?","[MOVIE_TITLE_2], [MOVIE_GENRE_0] Rom Coms, [MOVIE_GENRE_1]",['[MOVIE_GENRE_0]'],['[MOVIE_GENRE_0]'],[],['[MOVIE_GENRE_1]']
1518," A:Hello there. So, what type of movie have you been wanting to see lately?","I like [MOVIE_GENRE_0] movies, [MOVIE_GENRE_1] or [MOVIE_GENRE_2] types","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]']","['[MOVIE_GENRE_1]', '[MOVIE_GENRE_2]']",[],['[MOVIE_TITLE_2]']
1519, A:hello,hello there,[],[],[],[]
1520, A:hello B:hello there A:what kind of movies do you like,"I enjoy heart felt movies, do you have any recommendations?",[],[],[],[]
1521," A:hello B:hello there A:what kind of movies do you like B:I enjoy heart felt movies, do you have any recommendations? A:the poet book",Who are the actors in that movie? I am looking for actors who are [MOVIE_TITLE_0],[],[],[],[]
1522," A:hello B:hello there A:what kind of movies do you like B:I enjoy heart felt movies, do you have any recommendations? A:the poet book B:Who are the actors in that movie? I am looking for actors who are [MOVIE_TITLE_0] A:oh no this movie has older actors perhaps I should recommend another movie",That would be exceptional. I would like a movie that caters to a younger audience,[],[],[],['[MOVIE_TITLE_1]']
1523," A:hello B:hello there A:what kind of movies do you like B:I enjoy heart felt movies, do you have any recommendations? A:the poet book B:Who are the actors in that movie? I am looking for actors who are [MOVIE_TITLE_0] A:oh no this movie has older actors perhaps I should recommend another movie B:That would be exceptional. I would like a movie that caters to a younger audience A:how about that movie called [MOVIE_TITLE_1]",Would this cater to teenagers? I need a movie that will cater to a teen demographic if possible,[],[],[],['[MOVIE_P_ACTOR_0]']
1524," A:hello B:hello there A:what kind of movies do you like B:I enjoy heart felt movies, do you have any recommendations? A:the poet book B:Who are the actors in that movie? I am looking for actors who are [MOVIE_TITLE_0] A:oh no this movie has older actors perhaps I should recommend another movie B:That would be exceptional. I would like a movie that caters to a younger audience A:how about that movie called [MOVIE_TITLE_1] B:Would this cater to teenagers? I need a movie that will cater to a teen demographic if possible A:yes by [MOVIE_P_ACTOR_0]",Is there any [MOVIE_GENRE_0] in that movie at all?,[],[],[],['[MOVIE_GENRE_0]']
1525," A:hello B:hello there A:what kind of movies do you like B:I enjoy heart felt movies, do you have any recommendations? A:the poet book B:Who are the actors in that movie? I am looking for actors who are [MOVIE_TITLE_0] A:oh no this movie has older actors perhaps I should recommend another movie B:That would be exceptional. I would like a movie that caters to a younger audience A:how about that movie called [MOVIE_TITLE_1] B:Would this cater to teenagers? I need a movie that will cater to a teen demographic if possible A:yes by [MOVIE_P_ACTOR_0] B:Is there any [MOVIE_GENRE_0] in that movie at all? A:No its a story line no violence or [MOVIE_GENRE_0]",Could you recommend something that has a bit of [MOVIE_GENRE_0] in it?,[],[],[],['[MOVIE_TITLE_7]']
1526," A:hello B:hello there A:what kind of movies do you like B:I enjoy heart felt movies, do you have any recommendations? A:the poet book B:Who are the actors in that movie? I am looking for actors who are [MOVIE_TITLE_0] A:oh no this movie has older actors perhaps I should recommend another movie B:That would be exceptional. I would like a movie that caters to a younger audience A:how about that movie called [MOVIE_TITLE_1] B:Would this cater to teenagers? I need a movie that will cater to a teen demographic if possible A:yes by [MOVIE_P_ACTOR_0] B:Is there any [MOVIE_GENRE_0] in that movie at all? A:No its a story line no violence or [MOVIE_GENRE_0] B:Could you recommend something that has a bit of [MOVIE_GENRE_0] in it? A:[MOVIE_TITLE_7]",Interesting! Is there any sexual scenes in the film?,[],[],[],[]
1527," A:hello B:hello there A:what kind of movies do you like B:I enjoy heart felt movies, do you have any recommendations? A:the poet book B:Who are the actors in that movie? I am looking for actors who are [MOVIE_TITLE_0] A:oh no this movie has older actors perhaps I should recommend another movie B:That would be exceptional. I would like a movie that caters to a younger audience A:how about that movie called [MOVIE_TITLE_1] B:Would this cater to teenagers? I need a movie that will cater to a teen demographic if possible A:yes by [MOVIE_P_ACTOR_0] B:Is there any [MOVIE_GENRE_0] in that movie at all? A:No its a story line no violence or [MOVIE_GENRE_0] B:Could you recommend something that has a bit of [MOVIE_GENRE_0] in it? A:[MOVIE_TITLE_7] B:Interesting! Is there any sexual scenes in the film? A:There is no sexual scenes",Who are the actors in the film?,[],[],[],"['[MOVIE_P_ACTOR_2]', '[MOVIE_P_ACTOR_1]']"
1528," A:hello B:hello there A:what kind of movies do you like B:I enjoy heart felt movies, do you have any recommendations? A:the poet book B:Who are the actors in that movie? I am looking for actors who are [MOVIE_TITLE_0] A:oh no this movie has older actors perhaps I should recommend another movie B:That would be exceptional. I would like a movie that caters to a younger audience A:how about that movie called [MOVIE_TITLE_1] B:Would this cater to teenagers? I need a movie that will cater to a teen demographic if possible A:yes by [MOVIE_P_ACTOR_0] B:Is there any [MOVIE_GENRE_0] in that movie at all? A:No its a story line no violence or [MOVIE_GENRE_0] B:Could you recommend something that has a bit of [MOVIE_GENRE_0] in it? A:[MOVIE_TITLE_7] B:Interesting! Is there any sexual scenes in the film? A:There is no sexual scenes B:Who are the actors in the film? A:[MOVIE_P_ACTOR_1] [MOVIE_P_ACTOR_2]",what year was it made?,[],[],[],[]
1529," A:hello B:hello there A:what kind of movies do you like B:I enjoy heart felt movies, do you have any recommendations? A:the poet book B:Who are the actors in that movie? I am looking for actors who are [MOVIE_TITLE_0] A:oh no this movie has older actors perhaps I should recommend another movie B:That would be exceptional. I would like a movie that caters to a younger audience A:how about that movie called [MOVIE_TITLE_1] B:Would this cater to teenagers? I need a movie that will cater to a teen demographic if possible A:yes by [MOVIE_P_ACTOR_0] B:Is there any [MOVIE_GENRE_0] in that movie at all? A:No its a story line no violence or [MOVIE_GENRE_0] B:Could you recommend something that has a bit of [MOVIE_GENRE_0] in it? A:[MOVIE_TITLE_7] B:Interesting! Is there any sexual scenes in the film? A:There is no sexual scenes B:Who are the actors in the film? A:[MOVIE_P_ACTOR_1] [MOVIE_P_ACTOR_2] B:what year was it made? A:it was actually 2016 on Hulu how about you can you recommend any mafia movies?","sure, how about [MOVIE_TITLE_2]",[],[],[],[]
1530," A:hello B:hello there A:what kind of movies do you like B:I enjoy heart felt movies, do you have any recommendations? A:the poet book B:Who are the actors in that movie? I am looking for actors who are [MOVIE_TITLE_0] A:oh no this movie has older actors perhaps I should recommend another movie B:That would be exceptional. I would like a movie that caters to a younger audience A:how about that movie called [MOVIE_TITLE_1] B:Would this cater to teenagers? I need a movie that will cater to a teen demographic if possible A:yes by [MOVIE_P_ACTOR_0] B:Is there any [MOVIE_GENRE_0] in that movie at all? A:No its a story line no violence or [MOVIE_GENRE_0] B:Could you recommend something that has a bit of [MOVIE_GENRE_0] in it? A:[MOVIE_TITLE_7] B:Interesting! Is there any sexual scenes in the film? A:There is no sexual scenes B:Who are the actors in the film? A:[MOVIE_P_ACTOR_1] [MOVIE_P_ACTOR_2] B:what year was it made? A:it was actually 2016 on Hulu how about you can you recommend any mafia movies? B:sure, how about [MOVIE_TITLE_2] A:never had of it who's in it","amazing actor, Jon Travolta. Question about the movie you recommended...What would be the best demographic for that film?",[],[],[],[]
